1990,sales (MwH),revenue ($1000)
"Kootenai Electric Cooperative",427325.345,33034.211
"Kotzebue Electric Assn Inc",20962.0,8751.0
"Lincoln Electric System",3174318.0,234312.85
"Lockhart Power Co",183691.527,16828.928
"Long Island Power Authority",18786720.977,3592400.0
"Los Alamos County",569820.03,42646.958
"Los Angeles Department of Water & Power",23152407.273,2930550.686
"Louisville Gas & Electric Co",11641055.0,903243.0
"Loup River Public Power Dist",1168937.48,75335.0
"Lower Valley Energy Inc",712713.0,39521.0
"Madison Gas & Electric Co",3357554.0,379057.0
"Massachusetts Electric Co",11390883.03,1529884.202
"Matanuska Electric Assn Inc",717196.0,102009.0
"Maui Electric Co Ltd",1180925.8,417450.4
"McKenzie Electric Coop Inc",513177.361,37926.298
"McLean Electric Coop, Inc",106318.0,9001.0
"Metropolitan Edison Co",7373016.783,958436.068
"MidAmerican Energy Co",21873190.458,1309780.939
"Middle Tennessee E M C",5401572.0,519140.0
"Midwest Electric Member Corp",182037.978,22399.741
"Midwest Energy Inc",1464624.708,137847.745
"Minnesota Power Inc",9288556.059,568146.905
"Mississippi County Electric Co",3351207.906,143920.144
"Mississippi Power Co",9658171.0,792462.0
"Missoula Electric Coop, Inc",214762.544,18877.722
"Modesto Irrigation District",2445712.367,333669.178
"Mohave Electric Cooperative, I",658166.7,69737.9
"Monongahela Power Co",10571822.45,853552.297
"Montana-Dakota Utilities Co",2878853.0,212366.0
"Moon Lake Electric Assn Inc",968075.0,62527.0
"Morenci Water and Electric",1725047.205,76228.448
"Mountrail-Williams Elec Coop",682017.274,52658.735
"Mt Carmel Public Utility Co",97969.526,12326.352
"Mt Wheeler Power, Inc",499980.716,31890.817
"NSTAR Electric Company",8880844.0,1443343.0
"Nantucket Electric Co",120882.291,16150.554
"Nashville Electric Service",11893454.0,1170472.0
"Navajo Tribal Utility Authorit",683293.0,67232.0
"Nebraska Public Power District",3261028.9,263461.3
"Nevada Power Co",20755000.0,2026276.0
"New Hampshire Elec Coop Inc",668011.0,119844.0
"New York State Elec & Gas Corp",7083162.587,722579.197
"Niagara Mohawk Power Corp.",14074893.7,2067485.0
"Nodak Electric Coop Inc",978132.0,76058.0
"Norris Public Power District",724252.0,56332.0
"North Central Elec Coop, Inc",229347.535,18461.848
"North Central Power Co Inc",32675.854,4348.995
"NorthWestern Energy - (SD)",1503637.0,114424.0
"NorthWestern Energy LLC - (MT)",5922031.543,605749.352
"Northeast Oklahoma Electric Co",637211.0,65960.0
"Northern Electric Coop, Inc",280639.432,21063.123
"Northern Indiana Pub Serv Co",16836140.0,1374627.013
"Northern Plains Electric Coop",396431.0,29518.0
"Northern States Power Co",6415397.0,588839.0
"Northern States Power Co - Minnesota",35924001.0,3107165.247
"Northwestern Wisconsin Elec Co",169295.944,19212.11
"Ohio Edison Co",6657187.878,642075.381
"Ohio Power Co",26151659.858,2019634.333
"Ohio Valley Electric Corp",255993.0,11642.0
"Oklahoma Electric Coop Inc",1132537.0,113245.0
"Oklahoma Gas & Electric Co",27055243.0,2063232.0
"Omaha Public Power District",10697234.0,793332.0
"Omya Inc",131996.523,11385.025
"Orange & Rockland Utils Inc",1887674.0,296465.0
"Otter Tail Power Co",4291637.291,305266.132
"PECO Energy Co",18817714.73,2615711.288
"PPL Electric Utilities Corp",10562363.0,1412258.0
"PUD No 1 of Clark County - (WA)",4466547.0,351127.0
"PUD No 1 of Cowlitz County",4866220.0,200172.0
"PacifiCorp",54306866.085,3932694.042
"Pacific Gas & Electric Co",75190078.999,11166094.999
"Palmetto Electric Coop Inc",1471819.701,159700.655
"Pascoag Utility District",53848.0,7636.0
"Pennsylvania Electric Co",5928514.952,740866.817
"Pennsylvania Power Co",1924741.226,203874.465
"Pennyrile Rural Electric Coop",1154712.0,117514.0
"Pike County Light & Power Co",27346.0,3356.0
"Pioneer Power and Light Co",16879.0,2185.0
"Portland General Electric Co",18356824.718,1679841.226
"Potomac Electric Power Co",9655162.978,1302920.232
"Poudre Valley R  E  A, Inc",1085773.464,94903.802
"Powder River Energy Corp",2994543.295,180196.455
"Progress Energy Carolinas Inc",39923956.509,3443718.53
"Progress Energy Florida Inc",37596936.0,4240028.0
"Provo City Corp",764284.0,56461.0
"Public Service Co of Colorado",28485784.0,2673467.0
"Public Service Co of NH",5110722.597,854827.006
"Public Service Co of NM",9289568.0,894659.0
"Public Service Co of Oklahoma",18197444.0,1256869.0
"Public Service Elec & Gas Co",20380795.763,3090028.925
"Public Works Comm-City of Fayetteville",2150761.0,189842.0
"Puget Sound Energy Inc",21534427.479,2125040.978
"Raft Rural Elec Coop Inc",261908.0,14628.588
"Rappahannock Electric Coop",4147181.0,402831.0
"Rochester Gas & Electric Corp",2841309.0,330506.0
"Rochester Public Utilities",1241204.696,127439.268
"Rockland Electric Co",1113355.0,184854.0
"Roosevelt County Elec Coop Inc",207402.0,17318.0
"Rosebud Electric Coop Inc",85919.0,7244.5
"Roughrider Electric Cooperativ",466130.103,33701.607
"Roughrider Electric Cooperative",54046.727,3601.703
"Rutherford Elec Member Corp",1226789.0,122465.0
"Sacramento Municipal Util Dist",10385012.795,1237467.874
"Salmon River Electric Coop Inc",276683.0,11346.0
"Salt River Project",26756603.0,2505566.0
"San Diego Gas & Electric Co",14912017.624,2413034.245
"San Luis Valley R E C, Inc",229272.0,29648.0
"Sharyland Utilities LP",1229246.515,120293.238
"Shenandoah Valley Elec Coop",2307820.504,210708.061
"Sierra Pacific Power Co",7664013.0,687379.0
"Singing River Elec Pwr Assn",1445301.15,152232.648
"Sioux Valley SW Elec Coop",666626.933,54583.999
"Snohomish County PUD No 1",6875188.0,518889.0
"South Carolina Electric&Gas Co",22151221.0,2263198.0
"South Carolina Pub Serv Auth",11282893.419,765062.43
"South Kentucky Rural E C C",1276229.182,125195.52
"Southeastern Electric Coop Inc",567960.931,42273.057
"Southern California Edison Co",73777489.0,10670156.0
"Southern Indiana Gas & Elec Co",5594839.701,590640.856
"Southern Pine Elec Power Assn",2046781.0,206596.0
"Southern Public Power District",910215.678,74650.173
"Southwest Tennessee E M C",1006923.0,109426.0
"Southwestern Electric Power Co",18678608.0,1270413.0
"Southwestern Public Service Co",18638600.0,1118275.0
"Strawberry Electric Serv Dist",46638.782,5039.13
"Superior Water and Light Co",670957.536,45826.847
"Surprise Valley Electrificatio",116920.494,7907.486
"TDX North Slope Generating Co",57192.576,11574.0
"Tampa Electric Co",18563568.727,1974385.224
"Tennessee Valley Authority",30412351.036,1555496.488
"The Narragansett Electric Co",5201800.423,702191.788
"The Potomac Edison Company",7534030.144,718944.499
"The Toledo Edison Co",2811862.818,225933.278
"Total EPM",7499692364.0,742098180.0
"Town of Madison - (ME)",26263.107,3787.054
"Town of Reading - (MA)",695663.0,83606.0
"Town of Wallingford - (CT)",608723.522,76080.673
"Trico Electric Cooperative Inc",648786.09,87083.96
"Tucson Electric Power Co",9332107.047,857296.886
"Turlock Irrigation District",1942628.0,238115.0
"UGI Utilities, Inc",783662.564,95451.994
"UNS Electric, Inc",1852943.863,175245.415
"USBIA-Mission Valley Power",373002.359,22480.676
"Union Electric Co - (MO)",37428458.0,2809320.0
"United Illuminating Co",1554154.0,324050.0
"United Power, Inc",1318971.368,139520.189
"Unitil Energy Systems",815014.0,112527.0
"Upper Cumberland E M C",1008556.0,105378.0
"Upper Peninsula Power Co",805236.6,102520.11
"Valley Electric Assn, Inc",432711.125,50355.999
"Verdigris Valley Elec Coop Inc",672056.0,60794.0
"Verendrye Electric Coop Inc",486311.0,34843.0
"Vermont Electric Cooperative, Inc",430186.074,69757.443
"Virginia Electric & Power Co",78500487.0,6804437.05
"Virginia Tech Electric Service",340372.934,34706.74
"Volunteer Electric Coop",2238678.0,227383.0
"WAPA - Rocky Mountain Region",18949.0,356.058
"Warren Rural Elec Coop Corp",1762366.0,171361.0
"Watertown Municipal Utilities",367685.0,24750.0
"Wells Rural Electric Co",813776.0,34985.0
"Wellsborough Electric Co",118622.42,13225.377
"West Penn Power Company",10366600.838,948927.17
"West River Electric Assn Inc",247246.65,26274.34
"Westar Energy Inc",10086631.098,856820.687
"Western Massachusetts Elec Co",1873763.375,270686.664
"Westfield Electric Company",13200.0,1750.0
"Wheeling Power Co",2268729.066,150113.438
"Wisconsin Electric Power Co",27220145.0,2953067.0
"Wisconsin Power & Light Co",10298154.087,1029257.117
"Wisconsin Public Service Corp",10888140.43,959450.522
"Wright-Hennepin Coop Elec Assn",882942.893,81098.562
"Yellowstone Valley Elec Co-op",249238.77,29770.683
,,
,,
,,
2012,sales (MwH),revenue ($1000)
"4-County Electric Power Assn",946738.0,104714.0
"A & N Electric Coop",649817.39,70115.74
"AGC Division of APG Inc",4610096.0,180528.97
"Ajo Improvement Co",11789.62,957.75
"Ak-Chin Electric Utility Authority",32177.0,2674.35
"Alabama Power Co",53946767.0,4933081.0
"Alaska Electric Light&Power Co",399144.05,41609.54
"Alaska Power and Telephone Co",65066.46,18492.64
"Alpena Power Co",338059.0,33993.0
"Amana Society Service Co",84982.0,7402.0
"Ameren Illinois Company",14503305.53,1354325.78
"Anchorage Municipal Light and Power",1100664.94,100959.17
"Appalachian Electric Coop",884574.0,93139.0
"Appalachian Power Co",29785878.0,2509837.0
"Arizona Public Service Co",28154136.0,3055496.0
"Arkansas Valley Elec Coop Corp",1226543.0,101636.0
"Atlantic City Electric Co",4877854.54,793259.06
"Avista Corp",8873004.69,729559.85
"Baltimore Gas & Electric Co",12359867.0,1573814.0
"Bear Valley Electric Service",130103.49,36453.47
"Berkeley Electric Coop Inc",1811659.0,199504.0
"Bethel Utilities Corp",41014.85,22165.93
"Black Diamond Power Co",56651.84,7302.64
"Black Hills Electric Coop, Inc",136541.65,15703.93
"Black Hills Power Inc",1702454.14,156997.42
"Black Hills/Colorado Elec.Util",1818579.07,249666.26
"Block Island Power Co",10549.0,5948.0
"Bonneville Power Administration",7406480.67,148514.53
"Brunswick Electric Member Corp",1205532.0,148349.0
"Carroll Electric Coop Corp - (AR)",1746120.9,136377.4
"Cass County Elec Coop Inc",1006234.0,99171.0
"Central Electric Coop, Inc - (SD)",338538.09,27030.13
"Central Hudson Gas & Elec Corp",2772356.0,411712.0
"Central Maine Power Co",337.88,41.19
"Central Valley Elec Coop, Inc",752881.07,54012.36
"Central Vermont Pub Serv Corp",1758100.0,252753.0
"Cheyenne Light Fuel & Power Co",1076745.78,97900.56
"Chugach Electric Assn Inc",1178834.0,149310.0
"Citizens Electric Co - (PA)",160050.0,16091.0
"City & County of San Francisco",966496.76,81375.44
"City Utilities of Springfield - (MO)",3036733.98,240036.17
"City of Berea Municipal Utility",123673.75,9607.91
"City of Boulder City - (NV)",151228.17,13659.53
"City of Bountiful",292588.0,26477.0
"City of Bristol - (TN)",925857.0,85246.0
"City of Brookings - (SD)",285239.0,21704.0
"City of Burlington Electric - (VT)",343522.0,47866.0
"City of Chattanooga - (TN)",5640082.0,534756.0
"City of Clarksville - (TN)",1387029.0,147512.0
"City of Cleveland - (TN)",1057398.0,93806.0
"City of Clinton - (TN)",767973.0,75468.0
"City of Coffeyville - (KS)",706508.05,47396.91
"City of Colorado Springs - (CO)",4551894.43,399264.03
"City of Corona - (CA)",76324.59,10210.02
"City of Detroit",344575.04,29402.28
"City of Dover - (DE)",716814.0,89683.0
"City of Eugene - (OR)",2380922.0,183723.0
"City of Farmington - (NM)",1162395.15,79764.89
"City of Florence - (AL)",1171337.93,114430.18
"City of Fort Collins - (CO)",1458006.21,108574.28
"City of Fremont - (NE)",418215.0,28843.0
"City of Gillette - (WY)",311355.78,24613.22
"City of Grand Island - (NE)",727131.17,60731.64
"City of Greeneville - (TN)",1048315.0,95406.0
"City of Hastings - (NE)",456645.02,30695.94
"City of Holyoke - (MA)",352715.0,41514.0
"City of Huntsville - (AL)",5015564.0,459393.0
"City of Idaho Falls - (ID)",627880.0,39790.0
"City of Independence - (MO)",1065627.22,134522.86
"City of Kansas City - (KS)",2185768.0,203011.0
"City of Lake Crystal - (MN)",16702.0,2389.0
"City of Lansing - (MI)",2172331.0,243004.0
"City of Lenoir - (TN)",1538339.0,149372.0
"City of Logan - (UT)",412666.0,35427.0
"City of Madison - (SD)",92225.0,8048.0
"City of Memphis - (TN)",14057523.2,1263559.45
"City of Newark - (DE)",371017.0,47836.0
"City of Newark-(DE)",30676.0,3864.0
"City of Pasadena - (CA)",1139570.37,162104.52
"City of Pierre - (SD)",184068.59,13846.18
"City of San Antonio - (TX)",20893397.28,1735673.45
"City of Seattle - (WA)",9494297.2,665130.11
"City of Springville",235039.12,23155.01
"City of St George",627481.62,52519.23
"City of Tacoma  - (WA)",4742048.8,289069.78
"City of Tupelo - (MS)",663161.0,56598.0
"City of Volga",47516.0,3808.0
"Clatskanie Peoples Util Dist",970591.75,42012.51
"Cleco Power LLC",8722672.0,839549.0
"Cleveland Electric Illum Co",2866654.89,290510.83
"Cloverland Electric Co-op",803737.23,81682.91
"Coast Electric Power Assn",1619914.0,180170.0
"Cobb Electric Membership Corp",3834784.0,412972.0
"Colorado River Comm of Nevada",1495971.0,56401.0
"Commonwealth Edison Co",31650966.37,3605141.7
"Connecticut Light & Power Co",7172912.31,1144980.09
"Connexus Energy",1982387.4,219349.81
"Consolidated Edison Co-NY Inc",20621581.0,4730601.0
"Consolidated Water Power Co",1012801.05,58056.63
"Consumers Energy Co",33756894.0,3890049.0
"Cornhusker Public Power Dist",394157.43,35023.8
"Cuivre River Electric Coop Inc",1246207.33,101202.84
"Cumberland Elec Member Corp",2331556.0,230990.0
"Dahlberg Light & Power Co",101557.08,12947.84
"Dakota Electric Association",1874803.0,188543.0
"Dakota Valley Elec Coop Inc",561022.77,38661.23
"Dawson Power District",621814.0,62179.0
"Dayton Power & Light Co",5849710.0,739605.0
"Decatur Utilities",1215817.0,94795.0
"Delaware Electric Cooperative",1204857.0,133272.0
"Delmarva Power",6327499.02,822391.8
"Duck River Elec Member Corp",1675975.0,170529.0
"Duke Energy Carolinas, LLC",75231515.38,6093299.54
"Duke Energy Florida, Inc",36381460.14,4227316.56
"Duke Energy Indiana Inc",27781823.97,2328337.59
"Duke Energy Kentucky",3998687.13,323351.17
"Duke Energy Ohio Inc",5974144.24,621519.3
"Duquesne Light Co",3753216.0,512170.0
"East Central Energy",915576.98,109321.49
"El Paso Electric Co",7736236.0,765041.0
"Electric Energy Inc",25264.0,898.0
"Emerald People's Utility Dist",413572.32,34372.85
"Empire District Electric Co",4610066.82,470197.7
"Entergy Arkansas Inc",21086870.9,1681505.54
"Entergy Gulf States - LA LLC",19581176.13,1150232.97
"Entergy Louisiana Inc",31710524.02,1908652.09
"Entergy Mississippi Inc",13272531.92,1011802.44
"Entergy New Orleans Inc",5002596.75,431664.64
"Entergy Texas Inc.",15810766.71,1107685.18
"First Electric Coop Corp",1843820.62,164196.65
"Fishers Island Utility Co Inc",5755.65,2161.35
"Fitchburg Gas & Elec Light Co",201041.73,36757.73
"Flathead Electric Coop Inc",1347516.0,93286.0
"Florida Power & Light Co",102127929.0,9745549.0
"Florida Public Utilities Co",665477.0,86527.94
"Georgia Power Co",81742410.58,7362007.66
"Gibson Electric Members Corp",802732.0,80430.0
"Golden Valley Elec Assn Inc",1293507.27,264721.65
"Grand River Dam Authority",1055978.19,58034.39
"Granite State Electric Co",564670.61,66349.65
"Green Mountain Power Corp",2476192.03,340574.1
"Groton Dept of Utilities - (CT)",456813.41,60135.74
"Gulf Power Co",10662635.0,1144469.0
"Hawaii Electric Light Co Inc",1085171.16,439248.92
"Hawaiian Electric Co Inc",6975995.51,2216675.2
"High Plains Power Inc",1000637.17,77358.13
"High West Energy, Inc",265839.0,28857.0
"Hinson Power Company LLC",8783.0,180.54
"Homer Electric Assn Inc",489669.35,79708.7
"Idaho Power Co",14085314.98,933355.12
"Imperial Irrigation District",3386704.0,380636.0
"Indiana Michigan Power Co",18403788.68,1315146.57
"Indianapolis Power & Light Co",14020239.1,1171515.13
"Intermountain Rural Elec Assn",2186740.0,249158.0
"Interstate Power and Light Co",15383165.0,1316352.0
"JEA",11663369.62,1281653.68
"Jackson Electric Member Corp - (GA)",4825291.0,452894.0
"Jamestown Board of Public Util",439967.68,32317.33
"Jersey Central Power & Lt Co",10474046.23,1503385.33
"Joe Wheeler Elec Member Corp",1486421.0,134852.0
"Johnson City - (TN)",1839052.0,182542.0
"Jones-Onslow Elec Member Corp",1086577.0,116112.0
"K C Electric Association",228733.0,23325.0
"KCP&L Greater Missouri Operations Co.",8080312.92,726393.75
"Kansas City Power & Light Co",14911750.08,1387039.39
"Kansas Gas & Electric Co",9925586.05,835810.15
"Kauai Island Utility Cooperative",433159.06,188298.58
"Kenergy Corp",9723995.0,492905.0
"Kentucky Power Co",6660656.36,501036.75
"Kentucky Utilities Co",19069474.0,1379453.9
"Ketchikan Public Utilities",172290.26,16695.85
"Kingsport Power Co",2065219.35,147052.99
"Knoxville Utilities Board",5374207.0,505178.0
"Kodiak Electric Assn Inc",144595.0,25310.0
"Kootenai Electric Cooperative",412616.74,33294.67
"Kotzebue Electric Assn Inc",21158.0,9070.0
"Lincoln Electric System",3195412.0,242115.39
"Lockhart Power Co",183222.21,17374.3
"Long Island Power Authority",18493934.0,3392582.0
"Los Alamos County",575786.99,42744.05
"Los Angeles Department of Water & Power",23600916.16,3009290.61
"Louisville Gas & Electric Co",11837727.0,957140.0
"Loup River Public Power Dist",1131202.0,80347.0
"Lower Valley Energy Inc",692402.0,39659.0
"Madison Gas & Electric Co",3346339.0,396882.0
"Massachusetts Electric Co",10839522.79,1488069.97
"Matanuska Electric Assn Inc",726486.0,103999.0
"Maui Electric Co Ltd",1144832.17,436836.04
"McKenzie Electric Coop Inc",868725.69,64534.82
"McLean Electric Coop, Inc",112113.0,10349.0
"Metropolitan Edison Co",5251522.84,646431.89
"MidAmerican Energy Co",21923979.26,1369111.79
"Middle Tennessee E M C",5273552.0,505616.0
"Midwest Electric Member Corp",306052.65,29784.5
"Midwest Energy Inc",1504040.85,148589.77
"Minnesota Power Inc",9388538.17,567843.99
"Mississippi County Electric Co",3338925.73,140147.96
